season,player_id,player_name,nationality,batting_type,bowling_type,matches,total_runs,total_balls_faced,total_wickets,total_overs,total_runs_conceded,total_mvp,mvp_std,batting_avg,true_strike_rate,bowling_avg,economy,consistency_score,cluster_label,pca_1,pca_2
2024,20002,Arpit Gaud,India,Right-hand bat,Slow left-arm orthodox,12,302,187,0,0.0,0,648.4973,56.30482361505675,25.166666666666668,161.49732620320856,inf,0.0,1.7760467679230685,2,2.1574234746815604,0.032691931597356325
2024,20004,Rakesh Thakur,India,Right-hand bat,Right-arm medium,1,4,6,0,0.0,0,2.6668000000000003,,4.0,66.66666666666666,inf,0.0,0.0,2,0.14679151097232065,0.9687639763896231
2024,20005,Arshad Khan,India,Left-hand bat,Left-arm medium,12,216,122,11,35.7,361,682.2665206661421,43.726375743978615,18.0,177.04918032786884,32.81818181818182,10.11204481792717,2.2869491993918705,1,0.5313672656335519,-1.3111509984164589
2024,20006,Ramandeep Singh,India,Right-hand bat,Right-arm medium,33,565,321,17,41.8,394,1682.3995334861218,43.29146206533143,17.12121212121212,176.01246105919003,23.176470588235293,9.425837320574164,2.3099242952129764,1,0.3618240426812797,-1.4805777105417934
2024,20009,Bharat Sharma,India,Right-hand bat,Right-arm Fast,3,59,48,0,0.0,0,132.5864,52.4762108164579,19.666666666666668,122.91666666666669,inf,0.0,1.9056253956628555,2,1.5084539766332792,0.37918043788941397
2024,20013,Tushar Saha,India,Left-hand bat,Slow left-arm orthodox,12,82,93,13,34.0,181,429.91693333333336,29.384262315720253,6.833333333333333,88.17204301075269,13.923076923076923,5.323529411764706,3.403182251966935,1,-0.7999080791709744,-0.6617388485926936
2024,20014,Subham Ghosh,India,Right-hand bat,Right-arm offbreak,1,5,6,0,1.0,18,-13.8335,,5.0,83.33333333333334,inf,18.0,0.0,4,-1.2282014595444812,-0.3836399901016677
2024,20015,Rajat Dey,India,Right-hand bat,Right-arm offbreak,4,41,38,0,0.0,0,107.8083,33.588655278965355,10.25,107.89473684210526,inf,0.0,2.9771956980553567,2,0.8562029123131565,0.6404432306833643
2024,20017,Parvez Sultan,India,Left-hand bat,Slow left-arm orthodox,4,19,20,9,15.2,132,201.1389,46.09676706461276,4.75,95.0,14.666666666666666,8.68421052631579,2.169349530734604,1,-1.132276361048229,-0.9053925709925631
2024,20018,Sankar Paul,India,Right-hand bat,Right-arm offbreak,1,14,10,0,0.0,0,37.6,,14.0,140.0,inf,0.0,0.0,2,1.355126796329211,0.320845256019508
2024,20020,Abhishek Goswami,India,Right-hand bat,Right-arm offbreak,10,151,142,0,0.0,0,227.2557,34.12990517335689,15.1,106.33802816901408,inf,0.0,2.9299817708858984,2,1.1076288616288357,0.5764143633879412
2024,20021,Hardeep Singh,India,Right-hand bat,Right-arm offbreak,9,128,91,0,0.0,0,289.4257,27.07370887246724,14.22222222222222,140.65934065934067,inf,0.0,3.69362027460137,2,1.3679217044109926,0.3694539915756079
2024,20023,Karan Sharma,India,Right-hand bat,Right-arm offbreak,13,243,228,6,16.0,85,496.7794666666667,37.58884882707618,18.692307692307693,106.57894736842108,14.166666666666666,5.3125,2.660363462048019,1,0.0213522537323683,-0.9713023352634068
2024,20026,Sarbeswar Mohanty,India,Right-hand bat,Right-arm medium,4,38,21,11,15.1,137,305.02781951219515,12.278042993904863,9.5,180.95238095238096,12.454545454545457,9.072847682119203,8.144620445590766,1,-0.17969053323723425,-1.548150726587848
2024,20027,Mickil Jaiswal,India,Right-hand bat,Right-arm Leg-Break,3,31,26,0,1.0,11,39.5621,11.558699918387592,10.333333333333334,119.23076923076924,inf,11.0,8.651492010872252,4,-0.010731698835672298,-0.09905247019184574
2024,20030,Prateek Reddy,India,Left-hand bat,None,3,27,23,0,0.0,0,46.3107,25.33978922820788,9.0,117.3913043478261,inf,0.0,3.946362738040516,2,0.8720256311470106,0.6100914839644586
2024,20045,Nilesh Lamichaney,India,Right-hand bat,Right-arm Leg-Break,3,36,51,0,0.0,0,34.75,19.95476655672357,12.0,70.58823529411765,inf,0.0,5.011333994599198,2,0.6127036420351628,0.8970617418355852
2024,20046,Lee Yong Lepcha,India,Right-hand bat,Right-arm offbreak,3,21,18,2,7.0,40,86.10796666666667,28.2608773953663,7.0,116.66666666666669,20.0,5.714285714285714,3.538460558071568,1,-0.45978736414871,-0.7321217324433429
2024,20052,Shahnawaz Hussain,India,Right-hand bat,Right-arm medium,7,0,0,7,20.4,181,144.101683029453,30.33850726021736,0.0,0.0,25.857142857142858,8.872549019607844,3.296141077156067,0,-2.066830225129011,0.0883595827780994
2024,20054,Sanidhya Hurkat,India,Right-hand bat,Right-arm offbreak,6,318,179,0,0.0,0,648.6168,79.11095414416388,53.0,177.6536312849162,inf,0.0,1.264047451858184,2,3.826859143269368,-0.5080371219063557
2024,20062,Bobby Zothansanga,India,Right-hand bat,Right-arm offbreak,3,3,13,2,10.0,73,34.36666666666667,14.971837760473026,1.0,23.07692307692308,36.5,7.3,6.679206761377607,0,-1.4806908999090003,0.3372689796966268
2024,20068,Joshua Ozukum,India,Right-hand bat,Right-arm medium,3,16,19,0,2.0,15,14.566400000000002,6.074052160899949,5.333333333333333,84.21052631578947,inf,7.5,16.463474028708983,4,-0.30406881261078933,0.571267683578959
2024,20069,Chopise Hopongkyu,India,Right-hand bat,Right-arm medium,3,1,2,1,5.300000000000001,70,-12.190476190476192,19.54472360281686,0.3333333333333333,50.0,70.0,13.20754716981132,5.116470410744904,4,-1.1920570342054448,0.5625794911800791
2024,20072,Girish Rauturi,India,Right-hand bat,Right-arm medium,4,76,38,6,11.3,129,295.65810303030304,44.69785053259236,19.0,200.0,21.5,11.415929203539822,2.237244046603157,1,0.47635167469711265,-1.8489969722438158
2024,20074,Vijay Sharma,India,Right-hand bat,Right-arm offbreak,8,128,86,0,0.0,0,303.56769999999995,59.7918764018261,16.0,148.8372093023256,inf,0.0,1.672468000969876,2,1.5418344956984236,0.2562251338951419
2024,20076,Agrim Tiwari,India,Right-hand bat,Left-arm medium,7,6,8,9,21.0,235,162.51470588235293,26.395411347441726,0.8571428571428571,75.0,26.11111111111111,11.19047619047619,3.788537283382481,0,-1.543395133449684,-0.5755692357811395
2024,20077,Yuvraj Chaudhary,India,Left-hand bat,Slow left-arm orthodox,7,362,207,4,20.0,164,828.7438,100.76392279279511,51.71428571428572,174.87922705314008,41.0,8.2,0.9924186874466367,2,2.6725652659260066,-1.4984295402801244
2024,20078,Arslan Khan,India,Left-hand bat,Right-arm offbreak,1,0,1,0,0.0,0,0.0,,0.0,0.0,inf,0.0,0.0,0,-0.6731200038971001,1.480283929378877
2024,20079,Jagjit Singh,India,Right-hand bat,Right-arm medium,1,12,7,4,4.0,21,111.3216,,12.0,171.42857142857142,5.25,5.25,0.0,1,0.08975660302050079,-1.5632151428023204
2024,20080,Prabin Luha,India,Right-hand bat,Right-arm medium,4,70,57,0,0.0,0,153.73340000000002,34.987640508566265,17.5,122.80701754385966,inf,0.0,2.8581521516295534,2,1.3875359933767517,0.42746112294416316
2024,20083,Ankitkar Jaiswal,India,Left-hand bat,Slow left-arm orthodox,3,0,0,3,11.1,72,83.05645161290323,25.60963125074564,0.0,0.0,24.0,6.486486486486487,3.904780940455301,0,-1.8914550863884283,0.2143629054420458
2024,20084,Ashish Rai,India,Right-hand bat,Right-arm medium,4,1,3,6,14.0,93,153.25,54.66998529052909,0.25,33.33333333333333,15.5,6.642857142857143,1.829157250885959,0,-1.7399067658511627,-0.26591556954046647
2024,20086,Tarini Sa,India,Right-hand bat,Right-arm medium,4,7,7,7,14.4,93,172.58823529411765,27.89139011317316,1.75,100.0,13.285714285714286,6.458333333333333,3.5853358184814823,1,-1.0826950975133083,-0.7543799694503737
2024,20088,Denish Das,India,Right-hand bat,Right-arm Leg-Break,4,134,78,1,3.0,26,306.4863,73.91065059436632,33.5,171.7948717948718,26.0,8.666666666666666,1.3529849784277543,1,1.3385220921095704,-1.5950174453654733
2024,20112,Bhanu Pania,India,Right-hand bat,Right-arm medium,4,67,37,0,0.0,0,174.2735,37.82834740282963,16.75,181.08108108108107,inf,0.0,2.643520186993942,2,1.8721722761409503,0.041697859810943295
2024,20116,Kaif Ahmed,India,Right-hand bat,Right-arm medium,9,84,71,0,0.0,0,256.1317,17.52638560711947,9.333333333333334,118.30985915492955,inf,0.0,5.705682976607485,2,0.8960179397976732,0.6256954356380691
2024,20118,Mohit Raut,India,Right-hand bat,Slow left-arm orthodox,2,38,24,0,7.0,63,76.08333333333334,26.221876469001145,19.0,158.33333333333331,inf,9.0,3.813609606399357,4,0.998543611362632,-0.43317093423795355
2024,20151,Deepesh Kadel,Japan,Left-hand bat,Slow left-arm orthodox,5,12,9,7,16.0,87,193.28333333333333,33.81558154986478,2.4,133.33333333333331,12.428571428571429,5.4375,2.957216626676641,1,-0.6714219475540263,-0.9507977233650614
2024,20163,Aasif Sheikh,Japan,Right-hand bat,Right-arm medium,13,225,222,0,0.0,0,363.0329,23.018484809042118,17.307692307692307,101.35135135135135,inf,0.0,4.344334600195666,2,1.1814437571047525,0.5981296747115756
2024,20164,Surya Tamang,Japan,Left-hand bat,Slow left-arm orthodox,4,18,19,1,14.5,111,40.28793809523809,18.13435621084769,4.5,94.73684210526316,111.0,7.655172413793103,5.514394822584412,4,0.6587803607013397,1.5877099062933229
2024,20165,Kishore Mahato,Japan,Right-hand bat,Left-arm medium-fast,10,6,21,14,33.1,265,293.7768817204301,26.44230511663399,0.6,28.57142857142857,18.928571428571427,8.006042296072508,3.7818185501949024,0,-1.8248748233041794,-0.21772853045603718
2024,20166,Sumit Maharjan,Japan,Right-hand bat,Right-arm medium,5,91,96,0,0.0,0,105.0593,22.30387342678397,18.2,94.79166666666666,inf,0.0,4.483526160972263,2,1.1709322374601665,0.6310134159668589
2024,20170,Suvankar Bal,India,Right-hand bat,Right-arm offbreak,5,67,78,0,0.0,0,115.9666,18.961038292034537,13.4,85.8974358974359,inf,0.0,5.273972788821888,2,0.8269538466083823,0.7762822278838876
2024,20172,Rashid Khan,Japan,Right-hand bat,Right-arm medium-fast,7,29,53,6,17.2,136,143.0563,26.4268046567892,4.142857142857143,54.71698113207547,22.666666666666668,7.906976744186047,3.78403674975928,0,-1.3197982826491488,-0.3497913296029255
2024,20173,Amit Shrestha,Japan,Right-hand bat,Right-arm medium,1,1,5,0,0.0,0,0.2,,1.0,20.0,inf,0.0,0.0,0,-0.4380905715434355,1.3298724710564558
2024,20175,Nandan Yadav,Japan,Right-hand bat,Right-arm medium,8,4,16,9,23.3,181,196.03517575757576,22.85247211877672,0.5,25.0,20.11111111111111,7.76824034334764,4.375894191238726,0,-1.8213921307166234,-0.13776025359795466
2024,20187,Narayan Joshi,Japan,Right-hand bat,Right-arm medium,5,38,33,0,2.0,31,26.6669,18.221967969239767,7.6,115.15151515151516,inf,15.5,5.487881449951427,4,-0.5875215706289977,-0.38434980741698016
2024,20188,Kiran Thagunna,Japan,Right-hand bat,Right-arm medium,2,33,30,0,0.0,0,42.0728,29.04285540231883,16.5,110.0,inf,0.0,3.443187614121986,2,1.2165136935397702,0.5381929347504046
2024,20196,Bipin Khatri,Japan,Right-hand bat,Slow left-arm orthodox,7,24,26,9,18.0,133,249.23613333333333,24.82503231712811,3.4285714285714284,92.3076923076923,14.77777777777778,7.388888888888889,4.028192137780408,1,-1.1158454268930817,-0.7478214191966696
2024,20201,Subash Bhandari,Japan,Right-hand bat,Right-arm offbreak,2,6,10,1,4.1,31,-13.15,42.17891949777756,3.0,60.0,31.0,7.560975609756098,2.3708525773228755,0,-1.153377956830159,-0.16145812173963323
2024,20211,Bipin Rawal,Japan,Left-hand bat,Left-arm medium,7,54,64,0,0.0,0,97.5943,15.423054531431957,7.714285714285714,84.375,inf,0.0,6.483799937048883,2,0.5003664019664263,0.8916139820798302
2024,20212,Dinesh Adhikari,Japan,Right-hand bat,Right-arm medium,2,14,16,0,2.0,31,-12.75,16.44023266258723,7.0,87.5,inf,15.5,6.082638977948795,4,-0.8704998660143777,-0.1792179657143958
2024,20215,Unish Singh,Japan,Right-hand bat,Right-arm offbreak,5,12,18,2,9.0,64,39.7208,18.218766163711525,2.4,66.66666666666666,32.0,7.111111111111111,5.488845902154552,0,-1.07323028265077,-0.09456776062507911
2024,20225,Kamran Afzal,Pakistan,Left-hand bat,Slow left-arm orthodox,4,89,62,6,11.0,59,308.71636666666666,56.54621479712413,22.25,143.5483870967742,9.833333333333334,5.363636363636363,1.76846496903071,1,0.46867792331414687,-1.3989085937928725
2024,20229,Mohammad Ali,Pakistan,Right-hand bat,Right-arm medium-fast,12,1,7,19,43.1,354,423.1991869918699,28.619685953048823,0.0833333333333333,14.285714285714285,18.63157894736842,8.213457076566126,3.494098438538146,0,-2.005039356515169,-0.13910293655710712
2024,20235,Anil Kharel,Japan,Left-hand bat,Slow left-arm orthodox,5,17,19,5,14.0,123,113.42433333333334,36.64648634938356,3.4,89.47368421052632,24.6,8.785714285714286,2.728774569180004,1,-1.088163960322498,-0.6018342975787567
2024,20310,Ahmed Daniyal,United Arab Emirates,Right-hand bat,Right-arm medium,1,0,0,1,3.3,10,31.96969696969697,,0.0,0.0,10.0,3.0303030303030303,0.0,0,-1.8326685095777298,0.04590381232951094
2024,20316,Shahab Alam,Japan,Right-hand bat,Slow left-arm orthodox,7,20,28,6,23.0,125,201.3278,26.79901857198185,2.857142857142857,71.42857142857143,20.83333333333333,5.434782608695652,3.73147993205054,0,-1.05517855555095,-0.3208375643457051
2024,20327,Usman Khan,United Arab Emirates,Right-hand bat,Right-arm medium,31,826,588,0,0.0,0,1510.4588,63.336426506267365,26.64516129032258,140.47619047619045,inf,0.0,1.578870257072439,2,2.0490949581704,0.14926309025491183
2024,20569,Harjot Singh,India,Right-hand bat,Right-arm Fast,4,0,0,4,14.0,120,77.16666666666667,21.62404996842721,0.0,0.0,30.0,8.571428571428571,4.624480619773249,0,-1.9682706046508758,0.23091282782181802
2024,20693,Kuldip Yadav,India,Left-hand bat,Left-arm medium-fast,9,0,0,11,26.1,233,215.6989247311828,19.51558408251908,0.0,0.0,21.181818181818183,8.9272030651341,5.124110022900834,0,-2.157808830107374,-0.0022698695542803953
2024,20696,Kofi James,West Indies,Right-hand bat,Right-arm offbreak,10,142,127,2,9.0,72,275.497,26.329160959581596,14.2,111.81102362204724,36.0,8.0,3.7980701380310578,1,-0.024643600110675533,-0.5673968617322508
2024,20702,Tristan Stubbs,South Africa,Right-hand bat,Right-arm offbreak,46,1151,747,3,3.0,36,2561.4181,50.99760107210922,25.02173913043478,154.08299866131193,12.0,12.0,1.9608765490479196,1,0.17125208167731612,-1.9076118558115598
2024,20704,Salman Mirza,Pakistan,Right-hand bat,Left-arm medium,4,5,6,5,11.5,89,106.3334,25.135756514508703,1.25,83.33333333333334,17.8,7.739130434782608,3.978396271553579,1,-1.292625657120507,-0.6043440401122623
2024,20723,Mohit Avasthi,India,Right-hand bat,Right-arm medium-fast,6,1,2,9,22.3,231,177.10606060606062,27.90231166087882,0.1666666666666666,50.0,25.666666666666668,10.358744394618832,3.583932443139028,0,-1.7412071458653113,-0.35353488385720083
2024,20730,Yash Kshirsagar,India,Right-hand bat,Right-arm offbreak,12,246,215,4,13.0,84,426.326,25.988471444655936,20.5,114.41860465116278,21.0,6.461538461538462,3.8478600102724863,1,0.210502283714637,-0.943973569812547
2024,20761,Aishwarya Mourya,India,Right-hand bat,Right-arm medium-fast,4,74,49,2,6.1,59,157.95032258064515,43.56756085549181,18.5,151.0204081632653,29.5,9.672131147540984,2.295285713416172,1,0.30336785606153155,-1.194277922840587
2024,20762,Shivam Sharma,India,Right-hand bat,Slow left-arm orthodox,10,49,46,12,35.0,252,353.21410000000003,31.882086430068117,4.9,106.5217391304348,21.0,7.2,3.136557584439945,1,-0.7781222220065765,-0.7142294918241808
2024,20763,Jasmer Dhankar,India,Right-hand bat,Right-arm Leg-Break,9,4,6,7,22.0,200,122.0,36.66313903485201,0.4444444444444444,66.66666666666666,28.571428571428573,9.090909090909092,2.727535138356264,0,-1.4113210202541777,-0.32590467091854036
2024,20764,Munindra Maurya,India,Left-hand bat,Slow left-arm orthodox,1,5,4,0,3.0,24,4.25,,5.0,125.0,inf,8.0,0.0,4,0.02520454381725071,0.015007732983916031
2024,20765,Yogendra Doyla,India,Right-hand bat,Right-arm medium-fast,4,0,0,2,10.5,112,33.75,24.814998358221157,0.0,0.0,56.0,10.666666666666666,4.029820939596001,0,-1.6866764875964166,0.7179679429790538
2024,20766,Fazil Fanoos,India,Right-hand bat,Right-arm medium,14,50,39,17,45.5,364,486.9903428571429,28.33627978437121,3.571428571428572,128.2051282051282,21.41176470588235,8.0,3.529044770907249,1,-0.7187623136547063,-0.8788829160120201
2024,20767,Vathsal Govind,India,Right-hand bat,Right-arm Leg-Break,10,207,207,0,0.0,0,343.2118,26.2479351923918,20.7,100.0,inf,0.0,3.809823487715175,2,1.3556564775964828,0.5474554348770043
2024,20768,Nedumankuzhy Basil,India,Right-hand bat,Right-arm medium,13,9,6,18,46.5,371,440.7498333333333,21.64985362222349,0.6923076923076923,150.0,20.61111111111111,7.978494623655914,4.618968873644041,1,-0.6938048894322157,-0.9839240842153972
2024,20797,Pathirikattu Midhun,India,Right-hand bat,Slow left-arm orthodox,11,54,60,5,31.1,249,179.51085447154472,27.776235367908573,4.909090909090909,90.0,49.8,8.006430868167202,3.600199907419259,4,-0.4833371649045474,0.05699598086101732
2024,20801,Akshay Manohar,India,Right-hand bat,Right-arm offbreak,14,317,226,2,11.1,72,640.6024341463415,38.52412717138507,22.642857142857142,140.26548672566372,36.0,6.486486486486487,2.5957758771567434,1,0.8284593580917846,-0.8036669530648443
2024,20802,Abdul Basith,India,Right-hand bat,Right-arm offbreak,20,325,228,19,58.0,427,1013.7729,49.85483540303095,16.25,142.54385964912282,22.473684210526315,7.362068965517241,2.005823491173746,1,0.18144332630933224,-1.1226013540206485
2024,20804,Alfi John,India,Right-hand bat,Right-arm offbreak,11,156,101,2,10.0,102,328.69960000000003,34.99130996192678,14.181818181818182,154.45544554455446,51.0,10.2,2.857852424182108,4,0.43513283675400305,-0.650936214856479
2024,20805,Venugopalan Vinod C V,India,Right-hand bat,Right-arm medium,17,64,63,21,58.8,423,550.5514173913043,35.98496072627111,3.764705882352941,101.58730158730158,20.142857142857142,7.1938775510204085,2.778938700549816,1,-0.8989986070156589,-0.6896975354213539
2024,20808,Dheeraj Prem,India,Right-hand bat,Right-arm medium,1,2,11,0,0.0,0,0.3636,,2.0,18.181818181818183,inf,0.0,0.0,0,-0.39976221753652313,1.326939725952922
2024,20810,Riya Basheer,India,Right-hand bat,Right-arm offbreak,11,274,215,0,0.0,0,471.5967,41.18335683749179,24.90909090909091,127.44186046511628,inf,0.0,2.428165348312834,2,1.8353656189131033,0.2767749284398288
2024,20811,Aswanth Sankar,India,Right-hand bat,Right-arm Leg-Break,3,0,0,2,5.0,50,29.75,34.91447884951648,0.0,0.0,25.0,10.0,2.8641412759161056,0,-2.1804907383976877,-0.01599740078726956
2024,20812,Varun Nayanar,India,Right-hand bat,Right-arm medium,15,353,283,0,0.0,0,663.7561000000001,31.78227942903014,23.53333333333333,124.73498233215548,inf,0.0,3.1464074256630994,2,1.7346478100471698,0.3269912156012148
2024,20813,Bharath M,India,Right-hand bat,Right-arm medium,6,96,67,0,0.0,0,266.8764,40.12991867382738,16.0,143.28358208955223,inf,0.0,2.4919063707253337,2,1.4905880594402718,0.3062877420497516
2024,20814,Maruthungal Ajinas,India,Right-hand bat,None,18,369,255,0,0.0,0,805.4475,56.9257799026401,20.5,144.70588235294116,inf,0.0,1.7566733415164366,2,1.750708114453648,0.21693560536132556
2024,20815,Sachin M S,India,Right-hand bat,Right-arm medium,4,102,82,0,1.0,24,151.3748,40.878476163868925,25.5,124.39024390243902,inf,24.0,2.446275139981528,4,-0.2664653467861634,-1.3440149164776969
2024,20819,Akhil Scaria,India,Left-hand bat,Right-arm medium,18,238,228,34,61.0,456,1101.4053047619047,47.6571028530186,13.22222222222222,104.3859649122807,13.411764705882351,7.475409836065574,2.0983231042897104,1,-0.5002772063990449,-1.0474840526741458
2024,20822,Gowtham Mohan,India,Right-hand bat,Left-arm medium,4,45,44,0,0.0,0,64.3771,11.78661463620916,11.25,102.27272727272728,inf,0.0,8.484200348146976,2,0.8523219641849774,0.7473838780020506
2024,20823,Niranjan V Dev,India,Right-hand bat,Right-arm medium,6,32,43,0,0.0,0,33.5879,6.595124992421801,5.333333333333333,74.4186046511628,inf,0.0,15.16271490152288,2,0.26784340789484073,1.1277948740006551
2024,20824,Amal Ramesh,India,Right-hand bat,Right-arm offbreak,5,1,1,4,15.0,109,82.0,34.211931398270984,0.2,100.0,27.25,7.266666666666667,2.9229568724393573,1,-0.987952945494364,-0.4528705300457851
2024,20825,Abhijith K,India,Right-hand bat,Right-arm medium,3,13,16,3,5.0,46,61.692,15.370240336442368,4.333333333333333,81.25,15.333333333333334,9.2,6.506079138066766,1,-1.3186327638473272,-0.7585430373499239
2024,20826,Vinil S,India,Left-hand bat,Left-arm medium,13,3,3,12,36.1,268,260.04761904761904,17.953248253211566,0.2307692307692307,100.0,22.33333333333333,7.42382271468144,5.570022682781736,1,-1.0917355660104808,-0.5443519935358501
2024,20828,Vishnu Raj,India,Right-hand bat,Right-arm medium,12,183,202,0,0.0,0,263.2039,21.819220552800285,15.25,90.5940594059406,inf,0.0,4.583115137317129,2,0.9715213716778586,0.7058156602064363
2024,20829,Abhishek Nair,India,Right-hand bat,Right-arm medium,15,416,319,0,0.0,0,741.7482,52.11817783684636,27.73333333333333,130.40752351097177,inf,0.0,1.9187163510022465,2,2.017377616618448,0.20595055187562772
2024,20831,Krishna Prasad,India,Right-hand bat,Right-arm offbreak,14,407,330,0,0.0,0,646.2223,49.02064087122433,29.071428571428573,123.33333333333334,inf,0.0,2.039957010409081,2,2.0266469373816363,0.23525166288603008
2024,20832,Harikrishnan K N,India,Right-hand bat,Right-arm offbreak,6,65,61,4,12.0,88,223.62596666666667,21.70000513296833,10.833333333333334,106.55737704918032,22.0,7.333333333333333,4.608293840819063,1,-0.44907609999461445,-0.7668052559110995
2024,20834,Atul Diamond Sowri,India,Right-hand bat,Right-arm offbreak,5,60,42,0,0.0,0,121.54399999999998,19.529064278147068,12.0,142.85714285714286,inf,0.0,5.1205730379975005,2,1.264084502365096,0.41023378583329234
2024,20836,Rahul Chandran,India,Right-hand bat,Left-arm Fast,5,0,0,4,14.5,148,68.46428571428571,35.686985994725795,0.0,0.0,37.0,10.20689655172414,2.802141935292016,0,-1.9841077668312699,0.2637556083253707
2024,20839,Sreeraj R,India,Right-hand bat,Right-arm medium,9,58,37,14,26.1,194,421.76610303030304,30.458036044263217,6.444444444444445,156.75675675675674,13.857142857142858,7.432950191570881,3.2832057803948604,1,-0.3890276746658369,-1.2663684840328138
2024,20843,Anand Joseph,India,Right-hand bat,Right-arm medium,10,106,88,14,27.2,192,478.3721451612903,46.03127774903383,10.6,120.45454545454544,13.714285714285714,7.0588235294117645,2.172435893376845,1,-0.4570335264453823,-1.079277584729866
2024,20844,Aadidev T J,India,Left-hand bat,Right-arm medium,3,47,50,0,0.0,0,81.6795,26.04836476153542,15.666666666666666,94.0,inf,0.0,3.839012579694293,2,1.0260971669428691,0.6650787784078541
2024,20845,Aravind K S,India,Right-hand bat,Right-arm medium,1,0,1,0,0.0,0,0.0,,0.0,0.0,inf,0.0,0.0,0,-0.6731200038971001,1.480283929378877
2024,20847,Akhin Sathar,India,Right-hand bat,Right-arm medium,8,0,0,5,20.6,171,74.95306725794529,18.0502640988238,0.0,0.0,34.2,8.300970873786408,5.540085145153985,0,-1.8707879467044402,0.3664761199577895
2024,20848,Kiran Sagar M,India,Right-hand bat,Slow left-arm orthodox,9,1,2,6,27.0,208,112.25,13.45917180050673,0.1111111111111111,50.0,34.666666666666664,7.703703703703703,7.429877668716217,0,-1.3558853922876721,0.10778875474920738
2024,20850,Jose Perayil,India,Right-hand bat,Right-arm medium,7,24,20,7,14.3,117,179.3375231884058,30.22782836875424,3.4285714285714284,120.0,16.714285714285715,8.181818181818182,3.308209864767114,1,-0.9001439910396758,-0.952381860158688
2024,20853,Vinay V Varghese,India,Right-hand bat,Left-arm Fast,3,0,0,4,9.0,61,90.5,26.1358629728068,0.0,0.0,15.25,6.777777777777778,3.826160249770423,0,-2.0732835296451717,-0.021595391942463394
2024,20854,Prasoon Prasad,India,Right-hand bat,Right-arm medium,8,133,60,4,14.0,91,454.2639,74.18170171122173,16.625,221.66666666666669,22.75,6.5,1.3480413322046054,1,0.9968450753282829,-1.6077550690915179
2024,20855,Monu Krishna,India,Right-hand bat,Right-arm medium,10,0,0,14,34.5,279,318.3333333333333,29.61864090212259,0.0,0.0,19.928571428571427,8.08695652173913,3.376252149126586,0,-2.103939792198037,-0.0026060888611491736
2024,20857,KC Akshay,India,Right-hand bat,Slow left-arm orthodox,9,4,8,6,22.5,140,128.2456989247312,17.409867796141587,0.4444444444444444,50.0,23.33333333333333,6.222222222222222,5.743869004115139,0,-1.4077233559774236,-0.10066737180003106
2024,20861,Ashwin Anand,India,Right-hand bat,Right-arm medium,4,126,92,1,3.0,22,218.7559666666667,34.873893893606144,31.5,136.95652173913044,22.0,7.333333333333333,2.86747445826043,1,0.9583709764849455,-1.3134920034345932
2024,20862,Ananthakrishnan J,India,Right-hand bat,Right-arm offbreak,3,31,29,0,0.0,0,38.2932,7.050435595053685,10.333333333333334,106.89655172413792,inf,0.0,14.183520812551803,2,0.8356553297780491,0.8171842330424868
2024,20863,Abhishek R Nair,India,Right-hand bat,Right-arm Leg-Break,5,66,71,0,0.0,0,100.448,18.130646911100552,13.2,92.95774647887325,inf,0.0,5.515522997625344,2,0.8793145997481452,0.7352945305906307
2024,20865,Sreehari Nair,India,Right-hand bat,Slow left-arm orthodox,13,5,20,17,44.1,255,386.079674796748,17.133412457195966,0.3846153846153846,25.0,15.0,5.782312925170068,5.836548921578106,0,-1.746830226509534,-0.10413277368433586
2024,20866,Muhammed Sharafuddeen,India,Right-hand bat,Right-arm Fast,15,133,80,21,47.3,323,787.2271757575758,53.96482780524453,8.866666666666667,166.25,15.38095238095238,6.828752642706132,1.8530588175115343,1,-0.08857518634576175,-1.3107317213822247
2024,20870,Subin S,India,Right-hand bat,Right-arm medium,8,93,97,0,0.0,0,199.3593,19.690589969064447,11.625,95.8762886597938,inf,0.0,5.078567994006696,2,0.8200705429609488,0.7328646396440109
2024,20871,Gireesh P G,India,Right-hand bat,Right-arm medium,6,44,43,0,0.0,0,55.9406,12.973072526994777,7.333333333333333,102.32558139534883,inf,0.0,7.708274180377614,2,0.6395933878008007,0.7947904013593297
2024,20874,Anand Krishnan,India,Left-hand bat,Right-arm offbreak,12,360,275,0,0.4,8,655.9051000000001,96.47886921225486,30.0,130.9090909090909,inf,20.0,1.036496393629973,4,0.3916767088050528,-1.2060092690515425
2024,20875,Jofin Jose C,India,Right-hand bat,Right-arm offbreak,8,39,64,2,10.0,76,96.6046,20.37745695067048,4.875,60.9375,38.0,7.6,4.907383695722135,0,-0.9242988671716621,0.011724969442641005
2024,20877,Anuj Jotin,India,Right-hand bat,Right-arm offbreak,6,87,76,0,1.0,16,96.5022,17.040121849681707,14.5,114.4736842105263,inf,16.0,5.868502636433195,4,-0.2604989713585454,-0.5130019037629514
2024,20879,Mannembeth Sreeroop,India,Right-hand bat,Right-arm medium,3,22,26,4,9.0,75,110.58333333333331,17.71932665303727,7.333333333333333,84.61538461538461,18.75,8.333333333333334,5.643555308737366,1,-0.9857594759815922,-0.6972530217914162
